category,text
lgbtq,"Anyone fancy getting to know each other would like a friend :).I'm 18, male, bi, from Southampton"
meetup,I need a FWB f here
misc,Wait for the wind to blow and let these guys destroy some paint jobs and dent some shit. People who leave their carts like this are the most selfish people.
meetup,Really Depressed and would love to skype someone cool. Lol.
school,I love my school. Reason #1: if you meow at any given time at least 2 people will meow back without questioning it and people will just start meowing at each other
personal,"He loves me so much, and I want to love him back, but I am just broken. I can feel myself rejecting that sensation that I used to love- the feeling of being in love."
relationships,"Yes, I have a date tonight. You. Dumped. Me. Don't tell me I can't be happy. You cannot control me anymore. I'm over you."
meetup,Who else want to go see 50 Shades of Grey
family,I need a house for me and my son
relationships,"My boyfriend hit me, and I can't leave him because I'm afraid of what he will do"
misc,Home alone! 23 m hmu
family,"My parents always say how money it tight and watch my sister's and my bank accounts (both of us are college kids & a wedding). She found out my sister spent over $100 on anime statues, stuffed animals, and wall scrolls. she almost had a heart attack"
relationships,Tired of not having a FWB while my wife does and sees him every week.
personal,Some guys on this app haven't even hit puberty yet and they post like they've fucked every girl in the world 
meetup,Hit me up on kik if you want wesside507. 36m
relationships,I'm terrified of my boyfriend when he gets mad.
relationships,My dad just gave me relationship advise lol. F
pop_culture,Pewdiepie is so god damn fabulous
misc,"Manic Depression befriends me, in it's voice. Sanity now is beyond me, There's no choice."
lgbtq,"I strongly believe all gays should be shipped off to an island called ""Gaytopia"". I'm going to get into the Vaseline business and use ""Gaytopia"" to make myself a millionaire."
relationships,Me and my boyfriend have had sex multiple times at church. Praise the lord amirite
misc,Hey
family,"my mom is making me stay home. if she thinks I'm going to watch her kids while she goes fuck off, she thought wrong."
school,"A guy randomly came and hugged me at school and I was so confused until he told me ""for how many times your hearts been broken,for every person who hurt you or anything else to make you do that xc"
personal,"My bank account says no, but the sale says yes"
food,Pretty annoying how Starbucks is really inconsistent with their policies and rules.
personal,I've never been good with words. But I have tons of lyrics that I find that speak for me.. <3
food,"Hmm to work out, or crack a bottle of wine..."
lgbtq,"Any lesbian,turn pic,f 23"
personal,I can see when you make excuses. I just can't believe you are willing to hurt her too.
food,i want sushi. omg.
meetup,Snap chat??
misc,You know that the people on the west coast is fucked up when you get matched with better quality people on tinder in your home town than where you went to school.
personal,I love to be called princess and angel
misc,Well I'm single :( time to break into some beer 21 m here :(
faith,"Why do Jews refuse to write the word ""god""? Writing ""g-d"" makes no sense. We all know what you're talking about."
family,I finally saw my aunt after four years. I'm fifteen and I bawled my eyes out.
personal,Why can't I just permanently walk around with an instagram filter on? Hashtag always a filter.
qna,Have you ever been so heart broken you feel like your ribs are snapping in half?
pop_culture,Listening to thinking out loud by Ed Sheeran always gets me in my feelings. Ed needs to stop being so amazing.
school,I just want a British professor so I can pretend that I go to Hogwarts. Is that too much to ask?
pop_culture,I quote Mean Girls on a daily basis. Fetch.
personal,Hate it when I lose control over my thoughts during class hours because I end up imagining things I would do to my teacher. That's fucked up.
personal,"When I take baths I like to let the water run on my Hoo ha, it feels good (24/female)"
pop_culture,Can someone please tell me are there other books like 50shadesofgrey and what are they. I think im addicted
animals,I don't know why she dose this
pop_culture,Poison Ivy = Sexiest villain ever!!
misc,B:show me a pic G:im not pretty B stops talking Maybe that girl is pretty and wanted to see if u would talk to her.
animals,I love animals
personal,When it gets past midnight and you realise you've done none of the shit you should have done since you got in... Oops
qna,Have you ever been attracted to one of your students?
meetup,I want to date an Asian girl..anyone out there?
work,I've never worked with such an annoying chick before
personal,"The utter relief of taking your bra off at the end of the day, and letting the puppy's free, best feeling ever ✌"
meetup,Well that was a fun night any girls on here bored and wanna chat?
personal,"Im not a rude person... I see me, no matter, there is a smile. Dont like me, roll your eyes and turn away.. Your choice. But i respect that.. Your choice. Ask for same respect. Let me have my opinions"
personal,"Every time I admit to myself that I'm in love with this guy, I overhear something that makes me want to give up. And I start crying."
misc,"I'm transitioning because I want my long, healthy hair back. Not for political reasons. Not to conform. Please stop assuming."
meetup,Ladies pick a number 1-11
personal,I don't know how to swim
personal,I'm probably single because I never forwarded those chain letters years ago. 
relationships,I'm a little worried the other night I got a text from a number saying that they fucked my boyfriend they sent it to his cousin to then he yelled at me caz he thought it was me he apologized when I proved it wasn't me but it scared me
fashion,I just spent 3 hours at the Mall of America trying on swim suits. The sense of accomplishment I felt after finally finding one was that of winning a marathon.
personal,"I secretly go to swing clubs and get as much as p...y possible. Then on real life I keep up so serious, no one would think that I go there :/"
misc,I love this girl
personal,I really like him and he probably just sees me as a friend.
meetup,Do any girls wanna chill in New Jersey 19\M
personal,I need something to do tonight. Finally getting out and I need some plans
misc,My outlook is slowly becoming bleak
meetup,Big house party tonight at my friends' house. Message m/f and pic for the address.
qna,Should I train more cardio or weights to lose more fat?
personal,Everyone's talking about fwb or sex with their partner and here I am a 22 year old virgin
meetup,Anyone need some alcohol this weekend? Hmu
relationships,"I'm in a long distance relationship. Two months ago I told him I was in it for good. This morning he showed up on my door step with a promise ring and flowers and said ""I'm in it for good baby"" I'm still crying."
